"﻿""Key""","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"FDYBIAS3","conferencePaper","2024","Bolz, V.; Rueß, J.; Zell, A.","Robust Sampling Methods for Accurate Power Flow Time-Sweep Approximations with Graph Neural Networks","European Signal Proces. Conf.","22195491 (ISSN); 978-946459361-7 (ISBN)","","10.23919/eusipco63174.2024.10715100","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208437810&doi=10.23919%2Feusipco63174.2024.10715100&partnerID=40&md5=2f41d447962009efbc427dc861c52896","2024","2026-03-20 01:23:07","2026-03-20 01:23:07","","2137-2141","","","","","","","","","","","European Signal Processing Conference, EUSIPCO","","English","","","Scopus","","","","","#done; #grid-analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","European Signal Processing Conference","","","","","","","","","","","","","","",""
"M6G3HYC8","journalArticle","2025","Bosso, R.; Chang, C.; Zarif, M.; Tang, Y.","Explainable Graph Neural Networks for Power Grid Fault Detection","IEEE Access","","21693536 (ISSN)","10.1109/ACCESS.2025.3591604","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011614879&doi=10.1109%2FACCESS.2025.3591604&partnerID=40&md5=5130b92205bdd4923680d2bf963aa644","2025","2026-03-20 01:23:07","2026-03-20 01:23:07","","129520-129533","","","13","","IEEE Access","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E4SRI5D8","conferencePaper","2023","Böttcher, Luis; Wolf, Hinrikus; Jung, Bastian; Lutat, Philipp; Trageser, Marc; Pohl, Oliver; Ulbig, Andreas; Grohe, Martin","Solving AC Power Flow with Graph Neural Networks under Realistic Constraints","2023 IEEE Belgrade PowerTech","","","10.1109/PowerTech55446.2023.10202246","http://arxiv.org/abs/2204.07000","2023-06-25","2026-03-20 01:23:07","2026-03-20 01:23:07","2024-05-15 20:00:11","1-7","","","","","","","","","","","","","","","","","","arXiv.org","","","#done; #optimization-control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N5WQG56W","journalArticle","2022","Boyaci, O.; Umunnakwe, A.; Sahu, A.; Narimani, M.R.; Ismail, M.; Davis, K.R.; Serpedin, E.","Graph Neural Networks Based Detection of Stealth False Data Injection Attacks in Smart Grids","IEEE Systems Journal","","19328184 (ISSN)","10.1109/JSYST.2021.3109082","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118055312&doi=10.1109%2fJSYST.2021.3109082&partnerID=40&md5=079997f48a91da1431375f43842044b0","2022","2026-03-20 01:23:07","2026-03-20 01:23:07","","2946-2957","","2","16","","IEEE Syst. J.","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#cybersecurity; #done","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QMGNQRMJ","preprint","2022","Boyaci, Osman; Narimani, M. Rasoul; Davis, Katherine; Serpedin, Erchin","Infinite Impulse Response Graph Neural Networks for Cyberattack Localization in Smart Grids","","","","","http://arxiv.org/abs/2206.12527","2022-06-24","2026-03-20 01:23:07","2026-03-20 01:23:07","2024-08-13 14:52:27","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","","#cybersecurity; #done","","","","","","","","","","","","","","","","","","","","arXiv:2206.12527","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GQFB6HK6","journalArticle","2022","Boyaci, Osman; Narimani, Mohammad Rasoul; Davis, Katherine; Ismail, Muhammad; Overbye, Thomas J.; Serpedin, Erchin","Joint Detection and Localization of Stealth False Data Injection Attacks in Smart Grids using Graph Neural Networks","IEEE Transactions on Smart Grid","","1949-3053, 1949-3061","10.1109/TSG.2021.3117977","http://arxiv.org/abs/2104.11846","2022-01","2026-03-20 01:23:07","2026-03-20 01:23:07","2024-04-18 12:18:23","807-819","","1","13","","IEEE Trans. Smart Grid","","","","","","","","","","","","","arXiv.org","","","#cybersecurity; #done","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YJLGZR7E","journalArticle","2024","Cai, J.; Wang, H.; Jiang, H.","A Temporal Ensembling Based Semi-Supervised Graph Convolutional Network for Power Quality Disturbances Classification","IEEE Access","","21693536 (ISSN)","10.1109/ACCESS.2024.3406164","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194857955&doi=10.1109%2FACCESS.2024.3406164&partnerID=40&md5=6b4d1c4c577eb67ffbb2b70cb31b8fd1","2024","2026-03-20 01:23:07","2026-03-20 01:23:07","","75249-75261","","","12","","IEEE Access","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #optimization-control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MV8GLTV5","conferencePaper","2025","Cai, Z.; Ye, S.; Xia, W.","Power User Demand Prediction and Dynamic Pricing Strategy Based on Spatio-Temporal Graph Neural Network","IEEE Int. Conf. Inf. Syst. Comput. Aided Educ., ICISCAE","979-833152689-4 (ISBN)","","10.1109/ICISCAE66104.2025.11307437","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032537080&doi=10.1109%2FICISCAE66104.2025.11307437&partnerID=40&md5=2c49a2360e21adbb7b6c4fa3ea999575","2025","2026-03-20 01:23:07","2026-03-20 01:23:07","","625-629","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE 8th International Conference on Information Systems and Computer Aided Education, ICISCAE 2025","","","","","","","","","","","","","","",""
"JAVE5SPT","conferencePaper","2022","Calzada, D.; Hossain-Mckenzie, S.; Mao, Z.","Deep Learning Architecture for Processing Cyber-Physical Data in the Electric Grid","IEEE Power Energy Conf. Illinois, PECI","978-166540229-3 (ISBN)","","10.1109/PECI54197.2022.9744015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128614142&doi=10.1109%2FPECI54197.2022.9744015&partnerID=40&md5=78a7455def270713aafa357108b6a868","2022","2026-03-20 01:23:07","2026-03-20 01:23:07","","","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#cybersecurity; #done; #methodology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022 IEEE Power and Energy Conference at Illinois, PECI 2022","","","","","","","","","","","","","","",""
"85THESPZ","journalArticle","2024","Cao, J.; Liu, C.; Chen, C.-L.; Qu, N.; Xi, Y.; Dong, Y.; Feng, R.","A short-term load forecasting method for integrated community energy system based on STGCN","Electric Power Systems Research","","03787796 (ISSN)","10.1016/j.epsr.2024.110265","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189754651&doi=10.1016%2Fj.epsr.2024.110265&partnerID=40&md5=3e1f9e39895660aed217cfe2662ce2ed","2024","2026-03-20 01:23:07","2026-03-20 01:23:07","","","","","232","","Electr Power Syst Res","","","","","","Elsevier Ltd","","English","","","Scopus","","","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2HRKFS3S","conferencePaper","2024","Cao, K.; Ge, R.; Qi, S.; Zhan, W.; Wang, Y.; Li, Y.; Xie, J.","Using the Multi-head Self-attention Mechanism to Analyze and Extract Key Features from Power Grids with Complex Structures","IEEE Conf. Energy Internet Energy Syst. Integr., EI2","979-833152352-7 (ISBN)","","10.1109/EI264398.2024.10991472","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007596699&doi=10.1109%2FEI264398.2024.10991472&partnerID=40&md5=91290e459f283ffe1a48f26225d4ad17","2024","2026-03-20 01:23:07","2026-03-20 01:23:07","","151-155","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #grid-analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE 8th Conference on Energy Internet and Energy System Integration, EI2 2024","","","","","","","","","","","","","","",""
"VCXUKKWX","conferencePaper","2023","Chanda, D.; Soltani, N.Y.; ELMAN","Graph-Based Multi-Task Learning For Fault Detection In Smart Grid","2023 IEEE 33rd International Workshop on Machine Learning for Signal Processing (MLSP)","21610363 (ISSN); 9798350324112 (ISBN)","","10.1109/MLSP55844.2023.10285865","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177217104&doi=10.1109%2fMLSP55844.2023.10285865&partnerID=40&md5=f68c2006008fc1b6c010c5bb6385d1f9","2023-09","2026-03-20 01:23:07","2026-03-20 01:23:07","2023-09-17","1-6","","","2023-September","","","","","","","","IEEE Computer Society","","English","","","Scopus","","IEEE Xplore","","","#done; #faults-reliability","","Comminiello D.; Scarpiniti M.","","","ELMAN","","","","","","","","","","","","","","","","","","","","","","","","","","","2023 IEEE 33rd International Workshop on Machine Learning for Signal Processing (MLSP)","","","","","","","","","","","","","","",""
"2FCAQS2S","conferencePaper","2024","Chanda, D.; Soltani, N.Y.","A Graph Motif Adversarial Attack for Fault Detection in Power Distribution Systems","Proc. - IEEE Glob. Commun. Conf., GLOBECOM","23340983 (ISSN); 979-835035125-5 (ISBN)","","10.1109/GLOBECOM52923.2024.10900999","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000830582&doi=10.1109%2fGLOBECOM52923.2024.10900999&partnerID=40&md5=c6021e485488c1e2393dbc2498466f3a","2024","2026-03-20 01:23:07","2026-03-20 01:23:07","","1575-1580","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#cybersecurity; #done","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings - IEEE Global Communications Conference, GLOBECOM","","","","","","","","","","","","","","",""
"J9EKVHTV","journalArticle","2025","Chanda, D.; Soltani, N.Y.","A Heterogeneous Graph-Based Multi-Task Learning for Fault Event Diagnosis in Smart Grid","IEEE Transactions on Power Systems","","08858950 (ISSN)","10.1109/TPWRS.2024.3447533","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201783413&doi=10.1109%2FTPWRS.2024.3447533&partnerID=40&md5=c53e6b5304ebc54c068d1125ec766daa","2025","2026-03-20 01:23:07","2026-03-20 01:23:07","","1427-1438","","2","40","","IEEE Trans Power Syst","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XWSNUHFM","preprint","2023","Chanda, Dibaloke; Soltani, Nasim Yahya","A Heterogeneous Graph-Based Multi-Task Learning for Fault Event Diagnosis in Smart Grid","","","","","http://arxiv.org/abs/2309.09921","2023-09-18","2026-03-20 01:23:07","2026-03-20 01:23:07","2024-08-13 14:53:57","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","arXiv:2309.09921","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UUPSGYU5","journalArticle","2023","Chen, B.; Sun, D.; Zhu, Y.; Liu, D.; Zhou, Y.","Real-time risk assessment of cascading failure in power system with high proportion of renewable energy based on fault graph chains","Engineering Reports","","25778196 (ISSN)","10.1002/eng2.12631","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165463605&doi=10.1002%2feng2.12631&partnerID=40&md5=862d2def527e225b63101203dda153f5","2023","2026-03-20 01:23:07","2026-03-20 01:23:07","","","","10","5","","Eng. Rep.","","","","","","John Wiley and Sons Inc","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V28MPCCF","journalArticle","2023","Chen, D.; Liu, R.; Hu, Q.; Ding, S.X.","Interaction-Aware Graph Neural Networks for Fault Diagnosis of Complex Industrial Processes","IEEE Transactions on Neural Networks and Learning Systems","","2162237X (ISSN)","10.1109/TNNLS.2021.3132376","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121784331&doi=10.1109%2fTNNLS.2021.3132376&partnerID=40&md5=02c133cea89cc5092f23902004b8a9fb","2023","2026-03-20 01:23:07","2026-03-20 01:23:07","","6015-6028","","9","34","","IEEE Trans. Neural Networks Learn. Sys.","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"639WEJVW","journalArticle","2024","Chen, G.; Hui, W.; Huan, Y.; Bingchen, L.; Xingxing, Z.","Research on Optimization of Distribution Network Connection Mode Based on Graph Neural Network and Genetic Algorithm","Distributed Generation and Alternative Energy Journal","","21563306 (ISSN)","10.13052/dgaej2156-3306.3964","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219256865&doi=10.13052%2Fdgaej2156-3306.3964&partnerID=40&md5=ba20a0f373569dd2873d7ac1dc4aae81","2024","2026-03-20 01:23:07","2026-03-20 01:23:07","","1179-1208","","6","39","","Distrib. Gener. Altern. Energy J.","","","","","","River Publishers","","English","","","Scopus","","Scopus","","","#done; #optimization-control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E6C2R3X8","conferencePaper","2022","Chen, K.; Liu, S.; Yu, N.; Yan, R.; Zhang, Q.; Song, J.; Feng, Z.; Song, M.","Distribution-Aware Graph Representation Learning for Transient Stability Assessment of Power System","Proc Int Jt Conf Neural Networks","9781728186719 (ISBN)","","10.1109/IJCNN55064.2022.9892854","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140724943&doi=10.1109%2fIJCNN55064.2022.9892854&partnerID=40&md5=10de4e9495a2c5e156e0509e45c86231","2022","2026-03-20 01:23:07","2026-03-20 01:23:07","2022-07-18","","","","2022-July","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022 International Joint Conference on Neural Networks, IJCNN 2022","","","","","","","","","","","","","","",""
"XSGDA2QQ","conferencePaper","2025","Chen, K.; Luo, W.; Liu, S.; Wei, Y.; Zhou, Y.; Qing, Y.; Zhang, Q.; Wang, Y.; Song, J.; Song, M.","Powerformer: A Section-adaptive Transformer for Power Flow Adjustment","Proc. ACM SIGKDD Int. Conf. Knowl. Discov. Data Min.","2154817X (ISSN); 9798400714542 (ISBN); 9798400712456 (ISBN); 9781450308373 (ISBN); 9781450315500 (ISBN); 1595936092 (ISBN); 9781450315609 (ISBN); 9781450315548 (ISBN); 9781450315562 (ISBN); 9781450315425 (ISBN); 9781450308137 (ISBN)","","10.1145/3690624.3709433","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014328098&doi=10.1145%2F3690624.3709433&partnerID=40&md5=c3294efc65a72b621f1a9842ab0834ba","2025","2026-03-20 01:23:07","2026-03-20 01:23:07","","2204-2215","","","1","","","","","","","","Association for Computing Machinery","","English","","","Scopus","","","","","#done; #grid-analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining","","","","","","","","","","","","","","",""
"LL2U8M5K","preprint","2024","Chen, Kaixuan; Luo, Wei; Liu, Shunyu; Wei, Yaoquan; Zhou, Yihe; Qing, Yunpeng; Zhang, Quan; Song, Jie; Song, Mingli","Powerformer: A Section-adaptive Transformer for Power Flow Adjustment","","","","10.48550/arXiv.2401.02771","http://arxiv.org/abs/2401.02771","2024-11-29","2026-03-20 01:23:07","2026-03-20 01:23:07","2026-03-19 19:51:00","","","","","","","Powerformer","","","","","arXiv","","","","","","","arXiv.org","","","#done; #grid-analysis","","","","","","","","","","","","","","","","","","","","arXiv:2401.02771","","","","","","","","","","","","","","","","","","","","","","","","","","",""
